SiteID,Longitude,Latitude,2001/1,2001/2,2001/3,2001/4,2001/5,2001/6,2001/7,2001/8,2001/9,2001/10,2001/11,2001/12,2002/1,2002/2,2002/3,2002/4,2002/5,2002/6,2002/7,2002/8,2002/9,2002/10,2002/11,2002/12,2003/1,2003/2,2003/3,2003/4,2003/5,2003/6,2003/7,2003/8,2003/9,2003/10,2003/11,2003/12,2004/1,2004/2,2004/3,2004/4,2004/5,2004/6,2004/7,2004/8,2004/9,2004/10,2004/11,2004/12,2005/1,2005/2,2005/3,2005/4,2005/5,2005/6,2005/7,2005/8,2005/9,2005/10,2005/11,2005/12,2006/1,2006/2,2006/3,2006/4,2006/5,2006/6,2006/7,2006/8,2006/9,2006/10,2006/11,2006/12,2007/1,2007/2,2007/3,2007/4,2007/5,2007/6,2007/7,2007/8,2007/9,2007/10,2007/11,2007/12,2008/1,2008/2,2008/3,2008/4,2008/5,2008/6,2008/7,2008/8,2008/9,2008/10,2008/11,2008/12,2009/1,2009/2,2009/3,2009/4,2009/5,2009/6,2009/7,2009/8,2009/9,2009/10,2009/11,2009/12,2010/1,2010/2,2010/3,2010/4,2010/5,2010/6,2010/7,2010/8,2010/9,2010/10,2010/11,2010/12,2011/1,2011/2,2011/3,2011/4,2011/5,2011/6,2011/7,2011/8,2011/9,2011/10,2011/11,2011/12,2012/1,2012/2,2012/3,2012/4,2012/5,2012/6,2012/7,2012/8,2012/9,2012/10,2012/11,2012/12,,2013/1,2013/2,2013/3,2013/4,2013/5,2013/6,2013/7,2013/8,2013/9,2013/10,2013/11,2013/12,2014/1,2014/2,2014/3,2014/4,2014/5,2014/6,2014/7,2014/8,2014/9,2014/10,2014/11,2014/12,2015/1,2015/2,2015/3,2015/4,2015/5,2015/6,2015/7,2015/8,2015/9,2015/10,2015/11,2015/12,2016/1,2016/2,2016/3,2016/4,2016/5,2016/6,2016/7,2016/8,2016/9,2016/10,2016/11,2016/12,2017/1,2017/2,2017/3,2017/4,2017/5,2017/6,2017/7,2017/8,2017/9,2017/10,2017/11,2017/12,2018/1,2018/2,2018/3,2018/4,2018/5,2018/6,2018/7,2018/8,2018/9,2018/10,2018/11,2018/12,2019/1,2019/2,2019/3,2019/4,2019/5,2019/6,2019/7,2019/8,2019/9,2019/10,2019/11,2019/12
icr024936,-6.86139,34.1832,4.98196,5.90515,5.83561,4.81938,3.28841,1.83989,1.34077,1.13306,1.02126,1.19716,1.70323,3.64801,4.93846,5.75334,6.05351,4.82086,3.90436,2.3277,1.71609,1.26787,1.18096,1.28537,2.42471,4.26334,5.23808,5.8985,5.72603,4.99929,3.26704,1.62444,1.1879,1.04271,1.09356,0.917419,0.837813,3.28792,4.86666,6.48431,5.93781,5.21492,3.86557,1.84956,1.33765,1.11701,1.23013,1.21359,1.68763,4.30193,5.56964,5.56489,4.97055,4.08024,1.87919,1.14788,1.04365,1.02235,1.0007,1.09871,1.30986,1.84021,2.88066,4.5828,5.62834,5.6056,4.79024,3.24903,1.93483,1.29871,1.1713,0.967372,1.65883,4.40703,5.73433,6.53764,6.27687,5.32502,3.6437,2.15914,1.5204,1.27227,1.32775,1.46821,1.69562,3.47021,5.26291,5.36718,6.19321,5.16246,4.3761,2.56287,1.71818,1.30028,1.09505,1.26601,1.82426,4.60761,5.93944,5.36042,5.9011,5.09291,3.30995,1.64895,1.25911,1.06084,0.944013,0.977262,3.16929,5.01092,5.9201,6.31966,6.03825,4.78578,2.41461,1.26806,1.08724,1.06399,1.04273,1.06262,1.2964,3.61826,5.59368,5.80879,5.48112,5.10207,3.35756,1.519,1.1542,1.10556,1.09361,1.03937,2.19597,4.54087,5.50301,6.49614,5.88783,5.52503,3.72634,1.98896,1.4373,1.24959,1.25375,1.36402,2.33165,3.63263,,5.35076,6.48164,6.47089,5.57781,4.0832,2.29124,1.43909,1.18586,1.05368,1.1024,1.32035,4.90188,6.27529,6.81073,6.58304,5.12712,3.81275,2.13334,1.31178,1.03954,1.12453,1.50662,2.31584,4.55683,5.14315,5.80427,5.1457,3.51453,2.48522,1.25751,1.02672,1.04895,1.07139,1.03058,2.91307,5.46133,5.28669,5.71205,6.38436,4.6954,4.16722,2.46434,1.63,1.20432,1.34712,1.70738,2.02027,4.73217,6.37761,6.02163,5.57008,4.50476,3.13318,1.34199,1.02125,0.995487,0.969186,1.08927,1.54111,4.42681,4.548,6.13009,5.29217,5.17294,3.94718,1.91462,1.08683,1.02713,1.07184,1.18815,2.18559,4.53386,5.62771,6.05839,6.42733,5.05333,2.92885,1.44177,1.06797,0.815519,0.864405,0.830875,1.1416,4.17529
icr024950,-6.93388,34.1964,5.05211,5.94888,5.79828,4.75357,2.81005,1.59086,1.12159,1.07426,0.998707,1.14483,1.79652,3.2576,4.83936,5.83138,6.07807,5.12351,3.90919,2.32222,1.48868,1.18997,1.15988,1.20066,1.56112,3.34015,5.24358,5.78373,5.90715,5.03326,2.95974,1.3893,1.06834,1.06447,1.07203,1.13342,1.12698,3.08532,4.86088,6.07048,5.66508,5.09105,3.94977,2.01205,1.31057,1.10198,1.26954,1.31354,1.65629,4.50137,5.56328,5.59693,5.09529,4.49137,2.34673,1.29282,1.15377,1.188,1.16316,1.33628,1.55668,1.86723,2.92687,5.34623,6.14649,5.61808,4.75754,2.72351,1.6508,1.29642,1.20423,1.05241,1.46827,4.62415,5.82111,6.63279,6.36154,5.18438,3.28834,2.00874,1.36291,1.19365,1.29219,1.41051,1.61723,3.32642,5.07693,5.25898,6.26968,5.18873,4.36485,2.59987,1.69551,1.29373,1.11532,1.30597,1.78416,4.60697,5.71354,5.54435,6.1545,5.40278,3.46226,1.77458,1.25409,1.10389,0.996311,0.924489,2.98691,4.48951,5.47725,6.16063,5.98293,5.00608,2.32993,1.08491,1.02464,0.996421,0.979476,0.972929,1.23043,3.44385,5.59661,6.04057,5.79668,5.38218,3.71066,1.67685,1.16765,1.11124,1.04602,1.03337,2.24726,4.74264,5.46828,6.33235,5.78662,5.2471,3.1346,1.61387,1.07446,0.978501,1.01566,1.04852,1.78951,3.41293,,5.05534,6.17793,6.39991,5.53821,3.91102,2.33088,1.48423,1.15978,1.01351,1.08316,1.38715,4.81418,5.89138,6.43037,6.33369,5.18924,3.6825,1.88365,1.2221,1.07082,1.08963,1.1301,1.56279,4.18323,5.11706,5.89587,5.41665,4.56343,3.30569,1.45503,1.13872,1.17118,1.20722,1.15113,2.96229,5.66736,5.49768,5.67605,6.23887,4.94047,4.03976,2.39231,1.54582,1.19181,1.31465,1.53471,1.83809,4.5397,6.02125,5.75945,5.79709,4.78504,3.58685,1.88024,1.20338,1.15486,1.14054,1.22878,1.8394,4.52783,4.41856,6.08537,5.27903,5.18601,3.59062,1.74486,1.05018,1.01171,1.07663,1.20959,1.95796,4.38454,5.42325,6.0083,6.46086,5.38445,2.97996,1.53215,0.998213,0.841153,0.878878,0.801751,1.13791,4.2612
icr024956,-6.91007,34.1925,4.98196,5.90515,5.83561,4.81938,3.28841,1.83989,1.34077,1.13306,1.02126,1.19716,1.70323,3.64801,4.93846,5.75334,6.05351,4.82086,3.90436,2.3277,1.71609,1.26787,1.18096,1.28537,2.42471,4.26334,5.23808,5.8985,5.72603,4.99929,3.26704,1.62444,1.1879,1.04271,1.09356,0.917419,0.837813,3.28792,4.86666,6.48431,5.93781,5.21492,3.86557,1.84956,1.33765,1.11701,1.23013,1.21359,1.68763,4.30193,5.56964,5.56489,4.97055,4.08024,1.87919,1.14788,1.04365,1.02235,1.0007,1.09871,1.30986,1.84021,2.88066,4.5828,5.62834,5.6056,4.79024,3.24903,1.93483,1.29871,1.1713,0.967372,1.65883,4.40703,5.73433,6.53764,6.27687,5.32502,3.6437,2.15914,1.5204,1.27227,1.32775,1.46821,1.69562,3.47021,5.26291,5.36718,6.19321,5.16246,4.3761,2.56287,1.71818,1.30028,1.09505,1.26601,1.82426,4.60761,5.93944,5.36042,5.9011,5.09291,3.30995,1.64895,1.25911,1.06084,0.944013,0.977262,3.16929,5.01092,5.9201,6.31966,6.03825,4.78578,2.41461,1.26806,1.08724,1.06399,1.04273,1.06262,1.2964,3.61826,5.59368,5.80879,5.48112,5.10207,3.35756,1.519,1.1542,1.10556,1.09361,1.03937,2.19597,4.54087,5.50301,6.49614,5.88783,5.52503,3.72634,1.98896,1.4373,1.24959,1.25375,1.36402,2.33165,3.63263,,5.35076,6.48164,6.47089,5.57781,4.0832,2.29124,1.43909,1.18586,1.05368,1.1024,1.32035,4.90188,6.27529,6.81073,6.58304,5.12712,3.81275,2.13334,1.31178,1.03954,1.12453,1.50662,2.31584,4.55683,5.14315,5.80427,5.1457,3.51453,2.48522,1.25751,1.02672,1.04895,1.07139,1.03058,2.91307,5.46133,5.28669,5.71205,6.38436,4.6954,4.16722,2.46434,1.63,1.20432,1.34712,1.70738,2.02027,4.73217,6.37761,6.02163,5.57008,4.50476,3.13318,1.34199,1.02125,0.995487,0.969186,1.08927,1.54111,4.42681,4.548,6.13009,5.29217,5.17294,3.94718,1.91462,1.08683,1.02713,1.07184,1.18815,2.18559,4.53386,5.62771,6.05839,6.42733,5.05333,2.92885,1.44177,1.06797,0.815519,0.864405,0.830875,1.1416,4.17529
icr024957,-6.91007,34.1925,4.98196,5.90515,5.83561,4.81938,3.28841,1.83989,1.34077,1.13306,1.02126,1.19716,1.70323,3.64801,4.93846,5.75334,6.05351,4.82086,3.90436,2.3277,1.71609,1.26787,1.18096,1.28537,2.42471,4.26334,5.23808,5.8985,5.72603,4.99929,3.26704,1.62444,1.1879,1.04271,1.09356,0.917419,0.837813,3.28792,4.86666,6.48431,5.93781,5.21492,3.86557,1.84956,1.33765,1.11701,1.23013,1.21359,1.68763,4.30193,5.56964,5.56489,4.97055,4.08024,1.87919,1.14788,1.04365,1.02235,1.0007,1.09871,1.30986,1.84021,2.88066,4.5828,5.62834,5.6056,4.79024,3.24903,1.93483,1.29871,1.1713,0.967372,1.65883,4.40703,5.73433,6.53764,6.27687,5.32502,3.6437,2.15914,1.5204,1.27227,1.32775,1.46821,1.69562,3.47021,5.26291,5.36718,6.19321,5.16246,4.3761,2.56287,1.71818,1.30028,1.09505,1.26601,1.82426,4.60761,5.93944,5.36042,5.9011,5.09291,3.30995,1.64895,1.25911,1.06084,0.944013,0.977262,3.16929,5.01092,5.9201,6.31966,6.03825,4.78578,2.41461,1.26806,1.08724,1.06399,1.04273,1.06262,1.2964,3.61826,5.59368,5.80879,5.48112,5.10207,3.35756,1.519,1.1542,1.10556,1.09361,1.03937,2.19597,4.54087,5.50301,6.49614,5.88783,5.52503,3.72634,1.98896,1.4373,1.24959,1.25375,1.36402,2.33165,3.63263,,5.35076,6.48164,6.47089,5.57781,4.0832,2.29124,1.43909,1.18586,1.05368,1.1024,1.32035,4.90188,6.27529,6.81073,6.58304,5.12712,3.81275,2.13334,1.31178,1.03954,1.12453,1.50662,2.31584,4.55683,5.14315,5.80427,5.1457,3.51453,2.48522,1.25751,1.02672,1.04895,1.07139,1.03058,2.91307,5.46133,5.28669,5.71205,6.38436,4.6954,4.16722,2.46434,1.63,1.20432,1.34712,1.70738,2.02027,4.73217,6.37761,6.02163,5.57008,4.50476,3.13318,1.34199,1.02125,0.995487,0.969186,1.08927,1.54111,4.42681,4.548,6.13009,5.29217,5.17294,3.94718,1.91462,1.08683,1.02713,1.07184,1.18815,2.18559,4.53386,5.62771,6.05839,6.42733,5.05333,2.92885,1.44177,1.06797,0.815519,0.864405,0.830875,1.1416,4.17529
icr024959,-6.90508,34.1918,4.98196,5.90515,5.83561,4.81938,3.28841,1.83989,1.34077,1.13306,1.02126,1.19716,1.70323,3.64801,4.93846,5.75334,6.05351,4.82086,3.90436,2.3277,1.71609,1.26787,1.18096,1.28537,2.42471,4.26334,5.23808,5.8985,5.72603,4.99929,3.26704,1.62444,1.1879,1.04271,1.09356,0.917419,0.837813,3.28792,4.86666,6.48431,5.93781,5.21492,3.86557,1.84956,1.33765,1.11701,1.23013,1.21359,1.68763,4.30193,5.56964,5.56489,4.97055,4.08024,1.87919,1.14788,1.04365,1.02235,1.0007,1.09871,1.30986,1.84021,2.88066,4.5828,5.62834,5.6056,4.79024,3.24903,1.93483,1.29871,1.1713,0.967372,1.65883,4.40703,5.73433,6.53764,6.27687,5.32502,3.6437,2.15914,1.5204,1.27227,1.32775,1.46821,1.69562,3.47021,5.26291,5.36718,6.19321,5.16246,4.3761,2.56287,1.71818,1.30028,1.09505,1.26601,1.82426,4.60761,5.93944,5.36042,5.9011,5.09291,3.30995,1.64895,1.25911,1.06084,0.944013,0.977262,3.16929,5.01092,5.9201,6.31966,6.03825,4.78578,2.41461,1.26806,1.08724,1.06399,1.04273,1.06262,1.2964,3.61826,5.59368,5.80879,5.48112,5.10207,3.35756,1.519,1.1542,1.10556,1.09361,1.03937,2.19597,4.54087,5.50301,6.49614,5.88783,5.52503,3.72634,1.98896,1.4373,1.24959,1.25375,1.36402,2.33165,3.63263,,5.35076,6.48164,6.47089,5.57781,4.0832,2.29124,1.43909,1.18586,1.05368,1.1024,1.32035,4.90188,6.27529,6.81073,6.58304,5.12712,3.81275,2.13334,1.31178,1.03954,1.12453,1.50662,2.31584,4.55683,5.14315,5.80427,5.1457,3.51453,2.48522,1.25751,1.02672,1.04895,1.07139,1.03058,2.91307,5.46133,5.28669,5.71205,6.38436,4.6954,4.16722,2.46434,1.63,1.20432,1.34712,1.70738,2.02027,4.73217,6.37761,6.02163,5.57008,4.50476,3.13318,1.34199,1.02125,0.995487,0.969186,1.08927,1.54111,4.42681,4.548,6.13009,5.29217,5.17294,3.94718,1.91462,1.08683,1.02713,1.07184,1.18815,2.18559,4.53386,5.62771,6.05839,6.42733,5.05333,2.92885,1.44177,1.06797,0.815519,0.864405,0.830875,1.1416,4.17529
icr024960,-6.90438,34.1928,4.98196,5.90515,5.83561,4.81938,3.28841,1.83989,1.34077,1.13306,1.02126,1.19716,1.70323,3.64801,4.93846,5.75334,6.05351,4.82086,3.90436,2.3277,1.71609,1.26787,1.18096,1.28537,2.42471,4.26334,5.23808,5.8985,5.72603,4.99929,3.26704,1.62444,1.1879,1.04271,1.09356,0.917419,0.837813,3.28792,4.86666,6.48431,5.93781,5.21492,3.86557,1.84956,1.33765,1.11701,1.23013,1.21359,1.68763,4.30193,5.56964,5.56489,4.97055,4.08024,1.87919,1.14788,1.04365,1.02235,1.0007,1.09871,1.30986,1.84021,2.88066,4.5828,5.62834,5.6056,4.79024,3.24903,1.93483,1.29871,1.1713,0.967372,1.65883,4.40703,5.73433,6.53764,6.27687,5.32502,3.6437,2.15914,1.5204,1.27227,1.32775,1.46821,1.69562,3.47021,5.26291,5.36718,6.19321,5.16246,4.3761,2.56287,1.71818,1.30028,1.09505,1.26601,1.82426,4.60761,5.93944,5.36042,5.9011,5.09291,3.30995,1.64895,1.25911,1.06084,0.944013,0.977262,3.16929,5.01092,5.9201,6.31966,6.03825,4.78578,2.41461,1.26806,1.08724,1.06399,1.04273,1.06262,1.2964,3.61826,5.59368,5.80879,5.48112,5.10207,3.35756,1.519,1.1542,1.10556,1.09361,1.03937,2.19597,4.54087,5.50301,6.49614,5.88783,5.52503,3.72634,1.98896,1.4373,1.24959,1.25375,1.36402,2.33165,3.63263,,5.35076,6.48164,6.47089,5.57781,4.0832,2.29124,1.43909,1.18586,1.05368,1.1024,1.32035,4.90188,6.27529,6.81073,6.58304,5.12712,3.81275,2.13334,1.31178,1.03954,1.12453,1.50662,2.31584,4.55683,5.14315,5.80427,5.1457,3.51453,2.48522,1.25751,1.02672,1.04895,1.07139,1.03058,2.91307,5.46133,5.28669,5.71205,6.38436,4.6954,4.16722,2.46434,1.63,1.20432,1.34712,1.70738,2.02027,4.73217,6.37761,6.02163,5.57008,4.50476,3.13318,1.34199,1.02125,0.995487,0.969186,1.08927,1.54111,4.42681,4.548,6.13009,5.29217,5.17294,3.94718,1.91462,1.08683,1.02713,1.07184,1.18815,2.18559,4.53386,5.62771,6.05839,6.42733,5.05333,2.92885,1.44177,1.06797,0.815519,0.864405,0.830875,1.1416,4.17529
icr024961,-6.90438,34.1928,4.98196,5.90515,5.83561,4.81938,3.28841,1.83989,1.34077,1.13306,1.02126,1.19716,1.70323,3.64801,4.93846,5.75334,6.05351,4.82086,3.90436,2.3277,1.71609,1.26787,1.18096,1.28537,2.42471,4.26334,5.23808,5.8985,5.72603,4.99929,3.26704,1.62444,1.1879,1.04271,1.09356,0.917419,0.837813,3.28792,4.86666,6.48431,5.93781,5.21492,3.86557,1.84956,1.33765,1.11701,1.23013,1.21359,1.68763,4.30193,5.56964,5.56489,4.97055,4.08024,1.87919,1.14788,1.04365,1.02235,1.0007,1.09871,1.30986,1.84021,2.88066,4.5828,5.62834,5.6056,4.79024,3.24903,1.93483,1.29871,1.1713,0.967372,1.65883,4.40703,5.73433,6.53764,6.27687,5.32502,3.6437,2.15914,1.5204,1.27227,1.32775,1.46821,1.69562,3.47021,5.26291,5.36718,6.19321,5.16246,4.3761,2.56287,1.71818,1.30028,1.09505,1.26601,1.82426,4.60761,5.93944,5.36042,5.9011,5.09291,3.30995,1.64895,1.25911,1.06084,0.944013,0.977262,3.16929,5.01092,5.9201,6.31966,6.03825,4.78578,2.41461,1.26806,1.08724,1.06399,1.04273,1.06262,1.2964,3.61826,5.59368,5.80879,5.48112,5.10207,3.35756,1.519,1.1542,1.10556,1.09361,1.03937,2.19597,4.54087,5.50301,6.49614,5.88783,5.52503,3.72634,1.98896,1.4373,1.24959,1.25375,1.36402,2.33165,3.63263,,5.35076,6.48164,6.47089,5.57781,4.0832,2.29124,1.43909,1.18586,1.05368,1.1024,1.32035,4.90188,6.27529,6.81073,6.58304,5.12712,3.81275,2.13334,1.31178,1.03954,1.12453,1.50662,2.31584,4.55683,5.14315,5.80427,5.1457,3.51453,2.48522,1.25751,1.02672,1.04895,1.07139,1.03058,2.91307,5.46133,5.28669,5.71205,6.38436,4.6954,4.16722,2.46434,1.63,1.20432,1.34712,1.70738,2.02027,4.73217,6.37761,6.02163,5.57008,4.50476,3.13318,1.34199,1.02125,0.995487,0.969186,1.08927,1.54111,4.42681,4.548,6.13009,5.29217,5.17294,3.94718,1.91462,1.08683,1.02713,1.07184,1.18815,2.18559,4.53386,5.62771,6.05839,6.42733,5.05333,2.92885,1.44177,1.06797,0.815519,0.864405,0.830875,1.1416,4.17529
icr024963,-6.90306,34.1929,4.98196,5.90515,5.83561,4.81938,3.28841,1.83989,1.34077,1.13306,1.02126,1.19716,1.70323,3.64801,4.93846,5.75334,6.05351,4.82086,3.90436,2.3277,1.71609,1.26787,1.18096,1.28537,2.42471,4.26334,5.23808,5.8985,5.72603,4.99929,3.26704,1.62444,1.1879,1.04271,1.09356,0.917419,0.837813,3.28792,4.86666,6.48431,5.93781,5.21492,3.86557,1.84956,1.33765,1.11701,1.23013,1.21359,1.68763,4.30193,5.56964,5.56489,4.97055,4.08024,1.87919,1.14788,1.04365,1.02235,1.0007,1.09871,1.30986,1.84021,2.88066,4.5828,5.62834,5.6056,4.79024,3.24903,1.93483,1.29871,1.1713,0.967372,1.65883,4.40703,5.73433,6.53764,6.27687,5.32502,3.6437,2.15914,1.5204,1.27227,1.32775,1.46821,1.69562,3.47021,5.26291,5.36718,6.19321,5.16246,4.3761,2.56287,1.71818,1.30028,1.09505,1.26601,1.82426,4.60761,5.93944,5.36042,5.9011,5.09291,3.30995,1.64895,1.25911,1.06084,0.944013,0.977262,3.16929,5.01092,5.9201,6.31966,6.03825,4.78578,2.41461,1.26806,1.08724,1.06399,1.04273,1.06262,1.2964,3.61826,5.59368,5.80879,5.48112,5.10207,3.35756,1.519,1.1542,1.10556,1.09361,1.03937,2.19597,4.54087,5.50301,6.49614,5.88783,5.52503,3.72634,1.98896,1.4373,1.24959,1.25375,1.36402,2.33165,3.63263,,5.35076,6.48164,6.47089,5.57781,4.0832,2.29124,1.43909,1.18586,1.05368,1.1024,1.32035,4.90188,6.27529,6.81073,6.58304,5.12712,3.81275,2.13334,1.31178,1.03954,1.12453,1.50662,2.31584,4.55683,5.14315,5.80427,5.1457,3.51453,2.48522,1.25751,1.02672,1.04895,1.07139,1.03058,2.91307,5.46133,5.28669,5.71205,6.38436,4.6954,4.16722,2.46434,1.63,1.20432,1.34712,1.70738,2.02027,4.73217,6.37761,6.02163,5.57008,4.50476,3.13318,1.34199,1.02125,0.995487,0.969186,1.08927,1.54111,4.42681,4.548,6.13009,5.29217,5.17294,3.94718,1.91462,1.08683,1.02713,1.07184,1.18815,2.18559,4.53386,5.62771,6.05839,6.42733,5.05333,2.92885,1.44177,1.06797,0.815519,0.864405,0.830875,1.1416,4.17529
icr024969,-6.90731,34.1937,4.98196,5.90515,5.83561,4.81938,3.28841,1.83989,1.34077,1.13306,1.02126,1.19716,1.70323,3.64801,4.93846,5.75334,6.05351,4.82086,3.90436,2.3277,1.71609,1.26787,1.18096,1.28537,2.42471,4.26334,5.23808,5.8985,5.72603,4.99929,3.26704,1.62444,1.1879,1.04271,1.09356,0.917419,0.837813,3.28792,4.86666,6.48431,5.93781,5.21492,3.86557,1.84956,1.33765,1.11701,1.23013,1.21359,1.68763,4.30193,5.56964,5.56489,4.97055,4.08024,1.87919,1.14788,1.04365,1.02235,1.0007,1.09871,1.30986,1.84021,2.88066,4.5828,5.62834,5.6056,4.79024,3.24903,1.93483,1.29871,1.1713,0.967372,1.65883,4.40703,5.73433,6.53764,6.27687,5.32502,3.6437,2.15914,1.5204,1.27227,1.32775,1.46821,1.69562,3.47021,5.26291,5.36718,6.19321,5.16246,4.3761,2.56287,1.71818,1.30028,1.09505,1.26601,1.82426,4.60761,5.93944,5.36042,5.9011,5.09291,3.30995,1.64895,1.25911,1.06084,0.944013,0.977262,3.16929,5.01092,5.9201,6.31966,6.03825,4.78578,2.41461,1.26806,1.08724,1.06399,1.04273,1.06262,1.2964,3.61826,5.59368,5.80879,5.48112,5.10207,3.35756,1.519,1.1542,1.10556,1.09361,1.03937,2.19597,4.54087,5.50301,6.49614,5.88783,5.52503,3.72634,1.98896,1.4373,1.24959,1.25375,1.36402,2.33165,3.63263,,5.35076,6.48164,6.47089,5.57781,4.0832,2.29124,1.43909,1.18586,1.05368,1.1024,1.32035,4.90188,6.27529,6.81073,6.58304,5.12712,3.81275,2.13334,1.31178,1.03954,1.12453,1.50662,2.31584,4.55683,5.14315,5.80427,5.1457,3.51453,2.48522,1.25751,1.02672,1.04895,1.07139,1.03058,2.91307,5.46133,5.28669,5.71205,6.38436,4.6954,4.16722,2.46434,1.63,1.20432,1.34712,1.70738,2.02027,4.73217,6.37761,6.02163,5.57008,4.50476,3.13318,1.34199,1.02125,0.995487,0.969186,1.08927,1.54111,4.42681,4.548,6.13009,5.29217,5.17294,3.94718,1.91462,1.08683,1.02713,1.07184,1.18815,2.18559,4.53386,5.62771,6.05839,6.42733,5.05333,2.92885,1.44177,1.06797,0.815519,0.864405,0.830875,1.1416,4.17529
icr024973,-6.90722,34.1982,4.98196,5.90515,5.83561,4.81938,3.28841,1.83989,1.34077,1.13306,1.02126,1.19716,1.70323,3.64801,4.93846,5.75334,6.05351,4.82086,3.90436,2.3277,1.71609,1.26787,1.18096,1.28537,2.42471,4.26334,5.23808,5.8985,5.72603,4.99929,3.26704,1.62444,1.1879,1.04271,1.09356,0.917419,0.837813,3.28792,4.86666,6.48431,5.93781,5.21492,3.86557,1.84956,1.33765,1.11701,1.23013,1.21359,1.68763,4.30193,5.56964,5.56489,4.97055,4.08024,1.87919,1.14788,1.04365,1.02235,1.0007,1.09871,1.30986,1.84021,2.88066,4.5828,5.62834,5.6056,4.79024,3.24903,1.93483,1.29871,1.1713,0.967372,1.65883,4.40703,5.73433,6.53764,6.27687,5.32502,3.6437,2.15914,1.5204,1.27227,1.32775,1.46821,1.69562,3.47021,5.26291,5.36718,6.19321,5.16246,4.3761,2.56287,1.71818,1.30028,1.09505,1.26601,1.82426,4.60761,5.93944,5.36042,5.9011,5.09291,3.30995,1.64895,1.25911,1.06084,0.944013,0.977262,3.16929,5.01092,5.9201,6.31966,6.03825,4.78578,2.41461,1.26806,1.08724,1.06399,1.04273,1.06262,1.2964,3.61826,5.59368,5.80879,5.48112,5.10207,3.35756,1.519,1.1542,1.10556,1.09361,1.03937,2.19597,4.54087,5.50301,6.49614,5.88783,5.52503,3.72634,1.98896,1.4373,1.24959,1.25375,1.36402,2.33165,3.63263,,5.35076,6.48164,6.47089,5.57781,4.0832,2.29124,1.43909,1.18586,1.05368,1.1024,1.32035,4.90188,6.27529,6.81073,6.58304,5.12712,3.81275,2.13334,1.31178,1.03954,1.12453,1.50662,2.31584,4.55683,5.14315,5.80427,5.1457,3.51453,2.48522,1.25751,1.02672,1.04895,1.07139,1.03058,2.91307,5.46133,5.28669,5.71205,6.38436,4.6954,4.16722,2.46434,1.63,1.20432,1.34712,1.70738,2.02027,4.73217,6.37761,6.02163,5.57008,4.50476,3.13318,1.34199,1.02125,0.995487,0.969186,1.08927,1.54111,4.42681,4.548,6.13009,5.29217,5.17294,3.94718,1.91462,1.08683,1.02713,1.07184,1.18815,2.18559,4.53386,5.62771,6.05839,6.42733,5.05333,2.92885,1.44177,1.06797,0.815519,0.864405,0.830875,1.1416,4.17529
icr024974,-6.90242,34.1973,4.98196,5.90515,5.83561,4.81938,3.28841,1.83989,1.34077,1.13306,1.02126,1.19716,1.70323,3.64801,4.93846,5.75334,6.05351,4.82086,3.90436,2.3277,1.71609,1.26787,1.18096,1.28537,2.42471,4.26334,5.23808,5.8985,5.72603,4.99929,3.26704,1.62444,1.1879,1.04271,1.09356,0.917419,0.837813,3.28792,4.86666,6.48431,5.93781,5.21492,3.86557,1.84956,1.33765,1.11701,1.23013,1.21359,1.68763,4.30193,5.56964,5.56489,4.97055,4.08024,1.87919,1.14788,1.04365,1.02235,1.0007,1.09871,1.30986,1.84021,2.88066,4.5828,5.62834,5.6056,4.79024,3.24903,1.93483,1.29871,1.1713,0.967372,1.65883,4.40703,5.73433,6.53764,6.27687,5.32502,3.6437,2.15914,1.5204,1.27227,1.32775,1.46821,1.69562,3.47021,5.26291,5.36718,6.19321,5.16246,4.3761,2.56287,1.71818,1.30028,1.09505,1.26601,1.82426,4.60761,5.93944,5.36042,5.9011,5.09291,3.30995,1.64895,1.25911,1.06084,0.944013,0.977262,3.16929,5.01092,5.9201,6.31966,6.03825,4.78578,2.41461,1.26806,1.08724,1.06399,1.04273,1.06262,1.2964,3.61826,5.59368,5.80879,5.48112,5.10207,3.35756,1.519,1.1542,1.10556,1.09361,1.03937,2.19597,4.54087,5.50301,6.49614,5.88783,5.52503,3.72634,1.98896,1.4373,1.24959,1.25375,1.36402,2.33165,3.63263,,5.35076,6.48164,6.47089,5.57781,4.0832,2.29124,1.43909,1.18586,1.05368,1.1024,1.32035,4.90188,6.27529,6.81073,6.58304,5.12712,3.81275,2.13334,1.31178,1.03954,1.12453,1.50662,2.31584,4.55683,5.14315,5.80427,5.1457,3.51453,2.48522,1.25751,1.02672,1.04895,1.07139,1.03058,2.91307,5.46133,5.28669,5.71205,6.38436,4.6954,4.16722,2.46434,1.63,1.20432,1.34712,1.70738,2.02027,4.73217,6.37761,6.02163,5.57008,4.50476,3.13318,1.34199,1.02125,0.995487,0.969186,1.08927,1.54111,4.42681,4.548,6.13009,5.29217,5.17294,3.94718,1.91462,1.08683,1.02713,1.07184,1.18815,2.18559,4.53386,5.62771,6.05839,6.42733,5.05333,2.92885,1.44177,1.06797,0.815519,0.864405,0.830875,1.1416,4.17529
