SSN.XRPD,Cluster.XRPD,Plot.XRPD,Depth.XRPD,Site.XRPD,Latitude.XRPD,Longitude.XRPD
icr034323,4,2,Subsoil,Katsina ala,7.04608833,9.304748333
icr034342,5,1,Topsoil,Katsina ala,6.97599333,9.33337
icr034343,5,1,Subsoil,Katsina ala,6.97599333,9.33337
icr034362,6,1,Topsoil,Katsina ala,7.00404333,9.332265
icr034363,6,1,Subsoil,Katsina ala,7.00404333,9.332265
icr034382,7,1,Topsoil,Katsina ala,7.02818167,9.335976667
icr034383,7,1,Subsoil,Katsina ala,7.02818167,9.335976667
icr034402,8,1,Topsoil,Katsina ala,7.04311,9.33436
icr034403,8,1,Subsoil,Katsina ala,7.04311,9.33436
icr034422,9,1,Topsoil,Katsina ala,6.97757667,9.348373333
icr034423,9,1,Subsoil,Katsina ala,6.97757667,9.348373333
icr034441,10,1,Topsoil,Katsina ala,7.0012,9.357101667
icr034442,10,1,Subsoil,Katsina ala,7.0012,9.357101667
icr034461,11,2,Topsoil,Katsina ala,7.03131,9.35504
icr034462,11,2,Subsoil,Katsina ala,7.03131,9.35504
icr034481,12,1,Topsoil,Katsina ala,7.05069667,9.354231667
icr034482,12,1,Subsoil,Katsina ala,7.05069667,9.354231667
icr034501,13,1,Topsoil,Katsina ala,6.98352667,9.376038333
icr034502,13,1,Subsoil,Katsina ala,6.98352667,9.376038333
icr034521,14,1,Topsoil,Katsina ala,7.00900167,9.378645
icr034522,14,1,Subsoil,Katsina ala,7.00900167,9.378645
icr034541,15,1,Topsoil,Katsina ala,7.02543,9.366843333
icr034542,15,1,Subsoil,Katsina ala,7.02543,9.366843333
icr034561,16,1,Topsoil,Katsina ala,7.04615167,9.370495
icr034562,16,1,Subsoil,Katsina ala,7.04615167,9.370495
icr073649,1,1,Topsoil,Kenilworth,-19.425122,28.724613
icr073650,1,1,Subsoil,Kenilworth,-19.425122,28.724613
icr073670,2,2,Topsoil,Kenilworth,-19.41344,28.733862
icr073671,2,2,Subsoil,Kenilworth,-19.41344,28.733862
icr073686,3,1,Topsoil,Kenilworth,-19.38535333,28.72538333
icr073687,3,1,Subsoil,Kenilworth,-19.38535333,28.72538333
icr073703,4,1,Topsoil,Kenilworth,-19.372857,28.721183
icr073704,4,1,Subsoil,Kenilworth,-19.372857,28.721183
icr073723,5,1,Topsoil,Kenilworth,-19.43525,28.754072
icr073724,5,1,Subsoil,Kenilworth,-19.43525,28.754072
icr073743,6,1,Topsoil,Kenilworth,-19.4141,28.74545833
icr073744,6,1,Subsoil,Kenilworth,-19.4141,28.74545833
icr073762,7,1,Topsoil,Kenilworth,-19.38859667,28.74953333
icr073763,7,1,Subsoil,Kenilworth,-19.38859667,28.74953333
icr073799,9,1,Topsoil,Kenilworth,-19.42756167,28.76724667
icr073800,9,1,Subsoil,Kenilworth,-19.42756167,28.76724667
icr073819,10,1,Topsoil,Kenilworth,-19.41003,28.76292667
icr073839,11,1,Topsoil,Kenilworth,-19.39583167,28.76500833
icr073840,11,1,Subsoil,Kenilworth,-19.39583167,28.76500833
icr073857,12,1,Topsoil,Kenilworth,-19.36441167,28.77160167
icr073858,12,1,Subsoil,Kenilworth,-19.36441167,28.77160167
icr073877,13,1,Topsoil,Kenilworth,-19.437477,28.792972
icr073878,13,1,Subsoil,Kenilworth,-19.437477,28.792972
icr073897,14,1,Topsoil,Kenilworth,-19.410165,28.794548
icr073898,14,1,Subsoil,Kenilworth,-19.410165,28.794548
icr073917,15,1,Topsoil,Kenilworth,-19.392763,28.802128
icr073918,15,1,Subsoil,Kenilworth,-19.392763,28.802128
icr073937,16,1,Topsoil,Kenilworth,-19.373928,28.786663
icr073938,16,1,Subsoil,Kenilworth,-19.373928,28.786663
icr007730,1,1,Topsoil,Kiberashi,-5.38104677,37.44506836
icr007731,1,1,Subsoil,Kiberashi,-5.38104677,37.44506836
icr007750,2,1,Topsoil,Kiberashi,-5.35250807,37.44896698
icr007751,2,1,Subsoil,Kiberashi,-5.35250807,37.44896698
icr007770,3,1,Topsoil,Kiberashi,-5.33404493,37.45391846
icr007771,3,1,Subsoil,Kiberashi,-5.33404493,37.45391846
icr007790,4,1,Topsoil,Kiberashi,-5.31900215,37.45064163
icr007791,4,1,Subsoil,Kiberashi,-5.31900215,37.45064163
icr007810,5,1,Topsoil,Kiberashi,-5.38245487,37.46924591
icr007811,5,1,Subsoil,Kiberashi,-5.38245487,37.46924591
icr007830,6,1,Topsoil,Kiberashi,-5.35331202,37.46604919
icr007831,6,1,Subsoil,Kiberashi,-5.35331202,37.46604919
icr007850,7,1,Topsoil,Kiberashi,-5.33592987,37.46857452
icr007851,7,1,Subsoil,Kiberashi,-5.33592987,37.46857452
icr007870,8,1,Topsoil,Kiberashi,-5.30757999,37.47093964
icr007871,8,1,Subsoil,Kiberashi,-5.30757999,37.47093964
icr007890,9,1,Topsoil,Kiberashi,-5.3817668,37.49669647
icr007891,9,1,Subsoil,Kiberashi,-5.3817668,37.49669647
icr007910,10,1,Topsoil,Kiberashi,-5.36247683,37.49689102
icr007911,10,1,Subsoil,Kiberashi,-5.36247683,37.49689102
icr007928,11,1,Topsoil,Kiberashi,-5.33933687,37.49335098
icr007929,11,1,Subsoil,Kiberashi,-5.33933687,37.49335098
icr007949,12,2,Topsoil,Kiberashi,-5.31183291,37.49250793
icr007950,12,2,Subsoil,Kiberashi,-5.31183291,37.49250793
icr007967,13,1,Topsoil,Kiberashi,-5.37793303,37.51511383
icr007968,13,1,Subsoil,Kiberashi,-5.37793303,37.51511383
icr007987,14,1,Topsoil,Kiberashi,-5.35679007,37.50985718
icr007988,14,1,Subsoil,Kiberashi,-5.35679007,37.50985718
icr008007,15,1,Topsoil,Kiberashi,-5.33370018,37.51532745
icr008008,15,1,Subsoil,Kiberashi,-5.33370018,37.51532745
icr008027,16,1,Topsoil,Kiberashi,-5.30851889,37.51255035
icr008028,16,1,Subsoil,Kiberashi,-5.30851889,37.51255035
icr020848,1,1,Topsoil,Kidatu,-8.07403278,37.26938248
icr020849,1,1,Subsoil,Kidatu,-8.07403278,37.26938248
icr020868,2,1,Topsoil,Kidatu,-8.04190826,37.27168274
icr020869,2,1,Subsoil,Kidatu,-8.04190826,37.27168274
icr020888,3,1,Topsoil,Kidatu,-8.02105045,37.27035141
icr020889,3,1,Subsoil,Kidatu,-8.02105045,37.27035141
icr020908,4,1,Topsoil,Kidatu,-8.00080681,37.27236938
icr020909,4,1,Subsoil,Kidatu,-8.00080681,37.27236938
icr020927,5,1,Topsoil,Kidatu,-8.07408333,37.29367447
icr020928,5,1,Subsoil,Kidatu,-8.07408333,37.29367447
icr020947,6,1,Topsoil,Kidatu,-8.04761505,37.295681
icr020948,6,1,Subsoil,Kidatu,-8.04761505,37.295681
icr020970,7,3,Topsoil,Kidatu,-8.02381229,37.29229736
icr020971,7,3,Subsoil,Kidatu,-8.02381229,37.29229736
icr020986,8,1,Topsoil,Kidatu,-8.00173283,37.29563904
icr020987,8,1,Subsoil,Kidatu,-8.00173283,37.29563904
icr021004,9,1,Topsoil,Kidatu,-8.06768513,37.31658554
icr021005,9,1,Subsoil,Kidatu,-8.06768513,37.31658554
icr021023,10,1,Topsoil,Kidatu,-8.0423584,37.31354523
icr021024,10,1,Subsoil,Kidatu,-8.0423584,37.31354523
icr021043,11,1,Topsoil,Kidatu,-8.02555275,37.31706238
icr021044,11,1,Subsoil,Kidatu,-8.02555275,37.31706238
icr021063,12,1,Topsoil,Kidatu,-8.00514507,37.31461716
icr021064,12,1,Subsoil,Kidatu,-8.00514507,37.31461716
icr021083,13,1,Topsoil,Kidatu,-8.07075501,37.33062744
icr021084,13,1,Subsoil,Kidatu,-8.07075501,37.33062744
icr021103,14,1,Topsoil,Kidatu,-8.04930496,37.33369827
icr021104,14,1,Subsoil,Kidatu,-8.04930496,37.33369827
icr021123,15,1,Topsoil,Kidatu,-8.02354813,37.33749771
icr021124,15,1,Subsoil,Kidatu,-8.02354813,37.33749771
icr021141,16,1,Topsoil,Kidatu,-8.00446224,37.32851028
icr021142,16,1,Subsoil,Kidatu,-8.00446224,37.32851028
icr010687,1,1,Topsoil,Koloko,12.45030667,-6.327395
icr010688,1,1,Subsoil,Koloko,12.45030667,-6.327395
icr010707,2,1,Topsoil,Koloko,12.47221667,-6.326855
icr010708,2,1,Subsoil,Koloko,12.47221667,-6.326855
icr010727,3,1,Topsoil,Koloko,12.49274333,-6.33263
icr010728,3,1,Subsoil,Koloko,12.49274333,-6.33263
icr010747,4,1,Topsoil,Koloko,12.51337,-6.32173
icr010748,4,1,Subsoil,Koloko,12.51337,-6.32173
icr010767,5,1,Topsoil,Koloko,12.45235333,-6.309545
icr010768,5,1,Subsoil,Koloko,12.45235333,-6.309545
icr010787,6,1,Topsoil,Koloko,12.46614167,-6.312131667
icr010788,6,1,Subsoil,Koloko,12.46614167,-6.312131667
icr010808,7,2,Topsoil,Koloko,12.49110333,-6.314946667
icr010809,7,2,Subsoil,Koloko,12.49110333,-6.314946667
icr010826,8,1,Topsoil,Koloko,12.51964667,-6.302163333
icr010827,8,1,Subsoil,Koloko,12.51964667,-6.302163333
icr010845,9,1,Topsoil,Koloko,12.45190833,-6.288508333
icr010846,9,1,Subsoil,Koloko,12.45190833,-6.288508333
icr010865,10,1,Topsoil,Koloko,12.47088667,-6.281816667
icr010866,10,1,Subsoil,Koloko,12.47088667,-6.281816667
icr010885,11,1,Topsoil,Koloko,12.49784667,-6.286193333
icr010886,11,1,Subsoil,Koloko,12.49784667,-6.286193333
icr010905,12,1,Topsoil,Koloko,12.51425667,-6.280505
icr010906,12,1,Subsoil,Koloko,12.51425667,-6.280505
icr010925,13,1,Topsoil,Koloko,12.44838333,-6.263188333
icr010926,13,1,Subsoil,Koloko,12.44838333,-6.263188333
icr010945,14,1,Topsoil,Koloko,12.47028667,-6.265613333
icr010946,14,1,Subsoil,Koloko,12.47028667,-6.265613333
icr010965,15,1,Topsoil,Koloko,12.49387,-6.255561667
icr010966,15,1,Subsoil,Koloko,12.49387,-6.255561667
icr010985,16,1,Topsoil,Koloko,12.51692167,-6.259611667
icr010986,16,1,Subsoil,Koloko,12.51692167,-6.259611667
icr010335,1,1,Topsoil,Kontela,14.77008,-11.03315333
icr010336,1,1,Subsoil,Kontela,14.77008,-11.03315333
icr010355,2,1,Topsoil,Kontela,14.80026667,-11.03579167
icr010356,2,1,Subsoil,Kontela,14.80026667,-11.03579167
icr010375,3,1,Topsoil,Kontela,14.82152167,-11.03285833
icr010376,3,1,Subsoil,Kontela,14.82152167,-11.03285833
icr010395,4,1,Topsoil,Kontela,14.83678,-11.03356833
icr010396,4,1,Subsoil,Kontela,14.83678,-11.03356833
icr010415,5,1,Topsoil,Kontela,14.76583,-11.011
icr010416,5,1,Subsoil,Kontela,14.76583,-11.011
icr010435,6,1,Topsoil,Kontela,14.80017167,-11.01175833
icr010436,6,1,Subsoil,Kontela,14.80017167,-11.01175833
icr010455,7,1,Topsoil,Kontela,14.82445833,-11.00853333
icr010456,7,1,Subsoil,Kontela,14.82445833,-11.00853333
icr010475,8,1,Topsoil,Kontela,14.83877,-11.01125167
icr010476,8,1,Subsoil,Kontela,14.83877,-11.01125167
icr010495,9,1,Topsoil,Kontela,14.77771167,-10.98879
icr010496,9,1,Subsoil,Kontela,14.77771167,-10.98879
icr010515,10,1,Topsoil,Kontela,14.80662167,-10.98228
icr010516,10,1,Subsoil,Kontela,14.80662167,-10.98228
icr010535,11,1,Topsoil,Kontela,14.82578833,-10.99383
icr010536,11,1,Subsoil,Kontela,14.82578833,-10.99383
icr010555,12,1,Topsoil,Kontela,14.83955333,-10.99074667
icr010556,12,1,Subsoil,Kontela,14.83955333,-10.99074667
icr010575,13,1,Topsoil,Kontela,14.77818833,-10.964785
icr010576,13,1,Subsoil,Kontela,14.77818833,-10.964785
icr010595,14,1,Topsoil,Kontela,14.79109833,-10.95833333
icr010596,14,1,Subsoil,Kontela,14.79109833,-10.95833333
icr010615,15,1,Topsoil,Kontela,14.82136667,-10.96745667
icr010616,15,1,Subsoil,Kontela,14.82136667,-10.96745667
icr010635,16,1,Topsoil,Kontela,14.84399167,-10.96401
icr010636,16,1,Subsoil,Kontela,14.84399167,-10.96401
icr015432,1,1,Topsoil,Kubeasi,6.69583167,-1.306978333
icr015433,1,1,Subsoil,Kubeasi,6.69583167,-1.306978333
icr015452,2,1,Topsoil,Kubeasi,6.71096333,-1.309231667
icr015453,2,1,Subsoil,Kubeasi,6.71096333,-1.309231667
icr015472,3,1,Topsoil,Kubeasi,6.73277333,-1.305245
icr015473,3,1,Subsoil,Kubeasi,6.73277333,-1.305245
icr015492,4,1,Topsoil,Kubeasi,6.75996167,-1.309595
icr015493,4,1,Subsoil,Kubeasi,6.75996167,-1.309595
icr015512,5,1,Topsoil,Kubeasi,6.68448,-1.28564
icr015513,5,1,Subsoil,Kubeasi,6.68448,-1.28564
icr015532,6,1,Topsoil,Kubeasi,6.71250667,-1.292856667
icr015533,6,1,Subsoil,Kubeasi,6.71250667,-1.292856667
icr015552,7,1,Topsoil,Kubeasi,6.728055,-1.284068333
icr015553,7,1,Subsoil,Kubeasi,6.728055,-1.284068333
icr015572,8,1,Topsoil,Kubeasi,6.75536333,-1.295706667
icr015573,8,1,Subsoil,Kubeasi,6.75536333,-1.295706667
icr015592,9,1,Topsoil,Kubeasi,6.68232667,-1.25978
icr015593,9,1,Subsoil,Kubeasi,6.68232667,-1.25978
icr015612,10,1,Topsoil,Kubeasi,6.71195333,-1.260205
icr015613,10,1,Subsoil,Kubeasi,6.71195333,-1.260205
icr015632,11,1,Topsoil,Kubeasi,6.74021833,-1.266893333
icr015633,11,1,Subsoil,Kubeasi,6.74021833,-1.266893333
icr015652,12,1,Topsoil,Kubeasi,6.75881833,-1.269926667
icr015653,12,1,Subsoil,Kubeasi,6.75881833,-1.269926667
icr015672,13,1,Topsoil,Kubeasi,6.69200167,-1.241593333
icr015673,13,1,Subsoil,Kubeasi,6.69200167,-1.241593333
icr015692,14,1,Topsoil,Kubeasi,6.71126667,-1.249091667
icr015693,14,1,Subsoil,Kubeasi,6.71126667,-1.249091667
icr015712,15,1,Topsoil,Kubeasi,6.73047667,-1.24715
icr015713,15,1,Subsoil,Kubeasi,6.73047667,-1.24715
icr015732,16,1,Topsoil,Kubeasi,6.75628667,-1.243568333
icr015733,16,1,Subsoil,Kubeasi,6.75628667,-1.243568333
icr038106,1,5,Topsoil,Kutaber,11.26593208,39.57683945
icr038107,1,5,Subsoil,Kutaber,11.26593208,39.57683945
icr038118,2,1,Topsoil,Kutaber,11.28125763,39.5773468
icr038119,2,1,Subsoil,Kutaber,11.28125763,39.5773468
icr038138,3,2,Topsoil,Kutaber,11.30827332,39.57263565
icr038139,3,2,Subsoil,Kutaber,11.30827332,39.57263565
icr038154,4,3,Topsoil,Kutaber,11.32647038,39.57241058
icr038155,4,3,Subsoil,Kutaber,11.32647038,39.57241058
icr038170,5,1,Topsoil,Kutaber,11.25986958,39.59523392
icr038171,5,1,Subsoil,Kutaber,11.25986958,39.59523392
icr038189,6,1,Topsoil,Kutaber,11.2826004,39.59399414
icr038190,6,1,Subsoil,Kutaber,11.2826004,39.59399414
icr038216,7,5,Topsoil,Kutaber,11.31150246,39.59640884
icr038234,8,5,Topsoil,Kutaber,11.33642006,39.59075165
icr038235,8,5,Subsoil,Kutaber,11.33642006,39.59075165
icr038251,9,5,Topsoil,Kutaber,11.26762962,39.61626434
icr038252,9,5,Subsoil,Kutaber,11.26762962,39.61626434
icr038273,10,6,Topsoil,Kutaber,11.28393459,39.61522293
icr038274,10,6,Subsoil,Kutaber,11.28393459,39.61522293
icr038289,11,6,Topsoil,Kutaber,11.2998848,39.61911392
icr038290,11,6,Subsoil,Kutaber,11.2998848,39.61911392
icr038305,12,8,Topsoil,Kutaber,11.33621693,39.61544418
icr038306,12,8,Subsoil,Kutaber,11.33621693,39.61544418
icr038312,13,1,Topsoil,Kutaber,11.2650528,39.6417923
icr038313,13,1,Subsoil,Kutaber,11.2650528,39.6417923
icr038331,14,1,Topsoil,Kutaber,11.28757477,39.63938141
icr038332,14,1,Subsoil,Kutaber,11.28757477,39.63938141
icr038351,15,1,Topsoil,Kutaber,11.30782032,39.64009476
icr038352,15,1,Subsoil,Kutaber,11.30782032,39.64009476
icr038368,16,1,Topsoil,Kutaber,11.32898712,39.64373779
icr038369,16,1,Subsoil,Kutaber,11.32898712,39.64373779
icr070112,1,4,Topsoil,Kutigi,9.166063333,5.678096667
icr070113,1,4,Subsoil,Kutigi,9.166063333,5.678096667
icr070124,2,2,Topsoil,Kutigi,9.191568333,5.671851667
icr070125,2,2,Subsoil,Kutigi,9.191568333,5.671851667
icr070142,3,1,Topsoil,Kutigi,9.221401667,5.666751667
icr070143,3,1,Subsoil,Kutigi,9.221401667,5.666751667
icr070164,4,2,Topsoil,Kutigi,9.233073333,5.676535
icr070165,4,2,Subsoil,Kutigi,9.233073333,5.676535
icr070193,5,8,Topsoil,Kutigi,9.166866667,5.69213
icr070194,5,8,Subsoil,Kutigi,9.166866667,5.69213
icr070202,6,4,Topsoil,Kutigi,9.192731667,5.697721667
icr070203,6,4,Subsoil,Kutigi,9.192731667,5.697721667
icr070246,8,6,Topsoil,Kutigi,9.241345,5.689193333
icr070247,8,6,Subsoil,Kutigi,9.241345,5.689193333
icr070262,9,4,Topsoil,Kutigi,9.17576,5.711345
icr070263,9,4,Subsoil,Kutigi,9.17576,5.711345
icr070276,10,1,Topsoil,Kutigi,9.192781667,5.719468333
icr070277,10,1,Subsoil,Kutigi,9.192781667,5.719468333
icr070288,11,1,Topsoil,Kutigi,9.21169,5.715875
icr070289,11,1,Subsoil,Kutigi,9.21169,5.715875
icr070308,12,1,Topsoil,Kutigi,9.237658333,5.717488333
icr070309,12,1,Subsoil,Kutigi,9.237658333,5.717488333
icr070328,13,1,Topsoil,Kutigi,9.170196667,5.738131667
icr070329,13,1,Subsoil,Kutigi,9.170196667,5.738131667
icr070348,14,1,Topsoil,Kutigi,9.188533333,5.742303333
icr070349,14,1,Subsoil,Kutigi,9.188533333,5.742303333
icr070370,15,3,Topsoil,Kutigi,9.217246667,5.73423
icr070371,15,3,Subsoil,Kutigi,9.217246667,5.73423
icr070386,16,1,Topsoil,Kutigi,9.239531667,5.744221667
icr015063,1,1,Topsoil,Lambussie,10.86386167,-2.686115
icr015064,1,1,Subsoil,Lambussie,10.86386167,-2.686115
icr015083,2,1,Topsoil,Lambussie,10.88871,-2.684621667
icr015084,2,1,Subsoil,Lambussie,10.88871,-2.684621667
icr015103,3,1,Topsoil,Lambussie,10.90801333,-2.681893333
icr015104,3,1,Subsoil,Lambussie,10.90801333,-2.681893333
icr015122,4,2,Topsoil,Lambussie,10.93269333,-2.682308333
icr015123,4,2,Subsoil,Lambussie,10.93269333,-2.682308333
icr015137,5,1,Topsoil,Lambussie,10.86856833,-2.663826667
icr015138,5,1,Subsoil,Lambussie,10.86856833,-2.663826667
icr015157,6,1,Topsoil,Lambussie,10.87777,-2.661688333
icr015158,6,1,Subsoil,Lambussie,10.87777,-2.661688333
icr015177,7,1,Topsoil,Lambussie,10.9093,-2.65447
icr015178,7,1,Subsoil,Lambussie,10.9093,-2.65447
icr015199,8,1,Topsoil,Lambussie,10.92868833,-2.664413333
icr015200,8,1,Subsoil,Lambussie,10.92868833,-2.664413333
icr015216,9,1,Topsoil,Lambussie,10.86049667,-2.632743333
icr015217,9,1,Subsoil,Lambussie,10.86049667,-2.632743333
icr015236,10,1,Topsoil,Lambussie,10.88649333,-2.640236667
icr015237,10,1,Subsoil,Lambussie,10.88649333,-2.640236667
icr015256,11,1,Topsoil,Lambussie,10.91673167,-2.6396
icr015257,11,1,Subsoil,Lambussie,10.91673167,-2.6396
icr015275,12,1,Topsoil,Lambussie,10.92958167,-2.637041667
icr015276,12,1,Subsoil,Lambussie,10.92958167,-2.637041667
icr015295,13,1,Topsoil,Lambussie,10.86627833,-2.607243333
icr015296,13,1,Subsoil,Lambussie,10.86627833,-2.607243333
icr015315,14,1,Topsoil,Lambussie,10.88011667,-2.620426667
icr015316,14,1,Subsoil,Lambussie,10.88011667,-2.620426667
icr015335,15,1,Topsoil,Lambussie,10.90988167,-2.62005
icr015336,15,1,Subsoil,Lambussie,10.90988167,-2.62005
icr015352,16,1,Topsoil,Lambussie,10.92147667,-2.616638333
icr015353,16,1,Subsoil,Lambussie,10.92147667,-2.616638333
icr073300,1,1,Topsoil,Luimbale,-12.35919,15.14388333
icr073301,1,1,Subsoil,Luimbale,-12.35919,15.14388333
icr073320,2,1,Topsoil,Luimbale,-12.33987333,15.14360333
icr073321,2,1,Subsoil,Luimbale,-12.33987333,15.14360333
icr073340,3,1,Topsoil,Luimbale,-12.31628333,15.15200333
icr073341,3,1,Subsoil,Luimbale,-12.31628333,15.15200333
icr073361,4,2,Topsoil,Luimbale,-12.30484,15.14741667
icr073362,4,2,Subsoil,Luimbale,-12.30484,15.14741667
icr073379,5,1,Topsoil,Luimbale,-12.3554,15.16175667
icr073380,5,1,Subsoil,Luimbale,-12.3554,15.16175667
icr073399,6,1,Topsoil,Luimbale,-12.34284,15.17547833
icr073400,6,1,Subsoil,Luimbale,-12.34284,15.17547833
icr073419,7,1,Topsoil,Luimbale,-12.31856,15.17408167
icr073420,7,1,Subsoil,Luimbale,-12.31856,15.17408167
icr073439,8,1,Topsoil,Luimbale,-12.297935,15.17505
icr073440,8,1,Subsoil,Luimbale,-12.297935,15.17505
icr073459,9,2,Topsoil,Luimbale,-12.349295,15.20264667
icr073460,9,2,Subsoil,Luimbale,-12.349295,15.20264667
icr073479,10,1,Topsoil,Luimbale,-12.345895,15.19027833
icr073480,10,1,Subsoil,Luimbale,-12.345895,15.19027833
icr073499,11,1,Topsoil,Luimbale,-12.31855667,15.2063
icr073500,11,1,Subsoil,Luimbale,-12.31855667,15.2063
icr073519,12,1,Topsoil,Luimbale,-12.295335,15.19546833
icr073520,12,1,Subsoil,Luimbale,-12.295335,15.19546833
icr073539,13,1,Topsoil,Luimbale,-12.357305,15.21692167
icr073540,13,1,Subsoil,Luimbale,-12.357305,15.21692167
icr073558,14,1,Topsoil,Luimbale,-12.32752333,15.22182667
icr073559,14,1,Subsoil,Luimbale,-12.32752333,15.22182667
icr073578,15,1,Topsoil,Luimbale,-12.31476833,15.21382333
icr073579,15,1,Subsoil,Luimbale,-12.31476833,15.21382333
icr073598,16,1,Topsoil,Luimbale,-12.29723833,15.22342333
icr073599,16,1,Subsoil,Luimbale,-12.29723833,15.22342333
icr023116,1,1,Topsoil,Macassangila,-13.44472167,35.46230333
icr023117,1,1,Subsoil,Macassangila,-13.44472167,35.46230333
icr023136,2,1,Topsoil,Macassangila,-13.42477667,35.46136
icr023137,2,1,Subsoil,Macassangila,-13.42477667,35.46136
icr023155,3,1,Topsoil,Macassangila,-13.39751667,35.463245
icr023156,3,1,Subsoil,Macassangila,-13.39751667,35.463245
icr023175,4,1,Topsoil,Macassangila,-13.37361833,35.45979833
icr023176,4,1,Subsoil,Macassangila,-13.37361833,35.45979833
icr023195,5,1,Topsoil,Macassangila,-13.43447167,35.48144667
icr023213,6,2,Topsoil,Macassangila,-13.414135,35.48740333
icr023214,6,2,Subsoil,Macassangila,-13.414135,35.48740333
icr023233,7,1,Topsoil,Macassangila,-13.40028833,35.48778167
icr023234,7,1,Subsoil,Macassangila,-13.40028833,35.48778167
icr023253,8,1,Topsoil,Macassangila,-13.37299833,35.47741667
icr023254,8,1,Subsoil,Macassangila,-13.37299833,35.47741667
icr023273,9,1,Topsoil,Macassangila,-13.43872667,35.509765
icr023274,9,1,Subsoil,Macassangila,-13.43872667,35.509765
icr023293,10,1,Topsoil,Macassangila,-13.41760667,35.511175
icr023294,10,1,Subsoil,Macassangila,-13.41760667,35.511175
icr023313,11,1,Topsoil,Macassangila,-13.399045,35.50034833
icr023314,11,1,Subsoil,Macassangila,-13.399045,35.50034833
icr023333,12,1,Topsoil,Macassangila,-13.37075167,35.50440167
icr023334,12,1,Subsoil,Macassangila,-13.37075167,35.50440167
icr023353,13,1,Topsoil,Macassangila,-13.44441167,35.52735167
icr023354,13,1,Subsoil,Macassangila,-13.44441167,35.52735167
icr023373,14,1,Topsoil,Macassangila,-13.41841667,35.52110333
icr023374,14,1,Subsoil,Macassangila,-13.41841667,35.52110333
icr023393,15,1,Topsoil,Macassangila,-13.40278,35.52307667
icr023394,15,1,Subsoil,Macassangila,-13.40278,35.52307667
icr023413,16,1,Topsoil,Macassangila,-13.37711,35.52999333
icr023414,16,1,Subsoil,Macassangila,-13.37711,35.52999333
icr048450,1,1,Topsoil,Madadeni,-27.6111,30.0127
icr048451,1,1,Subsoil,Madadeni,-27.6111,30.0127
icr048468,2,1,Topsoil,Madadeni,-27.5922,30.0235
icr048469,2,1,Subsoil,Madadeni,-27.5922,30.0235
icr048485,3,1,Topsoil,Madadeni,-27.5684,30.0228
icr048486,3,1,Subsoil,Madadeni,-27.5684,30.0228
icr048503,4,1,Topsoil,Madadeni,-27.5477,30.0232
icr048504,4,1,Subsoil,Madadeni,-27.5477,30.0232
icr048520,5,1,Topsoil,Madadeni,-27.6131,30.045
icr048521,5,1,Subsoil,Madadeni,-27.6131,30.045
icr048528,6,2,Topsoil,Madadeni,-27.5868,30.0455
icr048529,6,2,Subsoil,Madadeni,-27.5868,30.0455
icr048549,7,2,Topsoil,Madadeni,-27.5634,30.0408
icr048550,7,2,Subsoil,Madadeni,-27.5634,30.0408
icr048566,8,1,Topsoil,Madadeni,-27.535,30.0388
icr048567,8,1,Subsoil,Madadeni,-27.535,30.0388
icr048584,9,1,Topsoil,Madadeni,-27.602,30.06
icr048585,9,1,Subsoil,Madadeni,-27.602,30.06
icr048602,10,1,Topsoil,Madadeni,-27.5896,30.0597
icr048603,10,1,Subsoil,Madadeni,-27.5896,30.0597
icr048622,11,1,Topsoil,Madadeni,-27.5668,30.0585
icr048623,11,1,Subsoil,Madadeni,-27.5668,30.0585
icr048642,12,1,Topsoil,Madadeni,-27.5431,30.071
icr048643,12,1,Subsoil,Madadeni,-27.5431,30.071
icr048664,13,2,Topsoil,Madadeni,-27.6154,30.0861
icr048665,13,2,Subsoil,Madadeni,-27.6154,30.0861
icr048682,14,1,Topsoil,Madadeni,-27.5834,30.0894
icr048683,14,1,Subsoil,Madadeni,-27.5834,30.0894
icr048704,15,2,Topsoil,Madadeni,-27.5677,30.0907
icr048705,15,2,Subsoil,Madadeni,-27.5677,30.0907
icr048721,16,1,Topsoil,Madadeni,-27.545,30.0929
icr048722,16,1,Subsoil,Madadeni,-27.545,30.0929
icr041641,1,2,Topsoil,Marafa,-2.66469789,39.514431
icr041642,1,2,Subsoil,Marafa,-2.66469789,39.514431
icr041659,2,1,Topsoil,Marafa,-2.64596796,39.51325607
icr041660,2,1,Subsoil,Marafa,-2.64596796,39.51325607
icr041679,3,1,Topsoil,Marafa,-2.62334704,39.51435852
icr041680,3,1,Subsoil,Marafa,-2.62334704,39.51435852
icr041699,4,1,Topsoil,Marafa,-2.60788202,39.5163269
icr041700,4,1,Subsoil,Marafa,-2.60788202,39.5163269
icr041719,5,2,Topsoil,Marafa,-2.66981196,39.53773499
icr041720,5,2,Subsoil,Marafa,-2.66981196,39.53773499
icr041739,6,1,Topsoil,Marafa,-2.64416289,39.5366745
icr041740,6,1,Subsoil,Marafa,-2.64416289,39.5366745
icr041759,7,1,Topsoil,Marafa,-2.622082,39.53253555
icr041760,7,1,Subsoil,Marafa,-2.622082,39.53253555
icr041779,8,1,Topsoil,Marafa,-2.5984931,39.53760147
icr041780,8,1,Subsoil,Marafa,-2.5984931,39.53760147
icr041799,9,1,Topsoil,Marafa,-2.67196488,39.55476761
