SSN.XRPD,Cluster.XRPD,Plot.XRPD,Depth.XRPD,Site.XRPD,Latitude.XRPD,Longitude.XRPD
icr041800,9,1,Subsoil,Marafa,-2.67196488,39.55476761
icr041819,10,1,Topsoil,Marafa,-2.64218307,39.55010605
icr041820,10,1,Subsoil,Marafa,-2.64218307,39.55010605
icr041838,11,1,Topsoil,Marafa,-2.61965704,39.55268478
icr041839,11,1,Subsoil,Marafa,-2.61965704,39.55268478
icr041858,12,1,Topsoil,Marafa,-2.60102701,39.56488037
icr041859,12,1,Subsoil,Marafa,-2.60102701,39.56488037
icr041878,13,1,Topsoil,Marafa,-2.66731191,39.57624435
icr041879,13,1,Subsoil,Marafa,-2.66731191,39.57624435
icr041898,14,2,Topsoil,Marafa,-2.64556789,39.57897949
icr041899,14,2,Subsoil,Marafa,-2.64556789,39.57897949
icr041915,15,1,Topsoil,Marafa,-2.62039208,39.57739258
icr041916,15,1,Subsoil,Marafa,-2.62039208,39.57739258
icr041935,16,1,Topsoil,Marafa,-2.60346293,39.5819931
icr041936,16,1,Subsoil,Marafa,-2.60346293,39.5819931
icr050134,1,1,Topsoil,Martinho,-16.17747833,38.93670333
icr050135,1,1,Subsoil,Martinho,-16.17747833,38.93670333
icr050154,2,1,Topsoil,Martinho,-16.16296,38.94107833
icr050155,2,1,Subsoil,Martinho,-16.16296,38.94107833
icr050174,3,1,Topsoil,Martinho,-16.1334,38.94113333
icr050175,3,1,Subsoil,Martinho,-16.1334,38.94113333
icr050194,4,1,Topsoil,Martinho,-16.10983333,38.93812333
icr050195,4,1,Subsoil,Martinho,-16.10983333,38.93812333
icr050214,5,1,Topsoil,Martinho,-16.17429833,38.96290833
icr050215,5,1,Subsoil,Martinho,-16.17429833,38.96290833
icr050234,6,1,Topsoil,Martinho,-16.15708333,38.95627333
icr050235,6,1,Subsoil,Martinho,-16.15708333,38.95627333
icr050254,7,1,Topsoil,Martinho,-16.12728667,38.95530167
icr050255,7,1,Subsoil,Martinho,-16.12728667,38.95530167
icr050274,8,1,Topsoil,Martinho,-16.11558,38.96545167
icr050275,8,1,Subsoil,Martinho,-16.11558,38.96545167
icr050294,9,1,Topsoil,Martinho,-16.178185,38.99062167
icr050295,9,1,Subsoil,Martinho,-16.178185,38.99062167
icr050314,10,1,Topsoil,Martinho,-16.15556667,38.98825167
icr050315,10,1,Subsoil,Martinho,-16.15556667,38.98825167
icr050334,11,1,Topsoil,Martinho,-16.13721833,38.9843
icr050335,11,1,Subsoil,Martinho,-16.13721833,38.9843
icr050354,12,1,Topsoil,Martinho,-16.11628667,38.98612833
icr050355,12,1,Subsoil,Martinho,-16.11628667,38.98612833
icr050374,13,1,Topsoil,Martinho,-16.17446833,39.00523333
icr050375,13,1,Subsoil,Martinho,-16.17446833,39.00523333
icr050394,14,1,Topsoil,Martinho,-16.14783,39.003835
icr050395,14,1,Subsoil,Martinho,-16.14783,39.003835
icr050414,15,1,Topsoil,Martinho,-16.13769833,39.00373
icr050415,15,1,Subsoil,Martinho,-16.13769833,39.00373
icr050434,16,1,Topsoil,Martinho,-16.1104,39.01113833
icr050435,16,1,Subsoil,Martinho,-16.1104,39.01113833
icr049815,1,1,Topsoil,Massuque,-24.24041833,34.33520333
icr049816,1,1,Subsoil,Massuque,-24.24041833,34.33520333
icr049835,2,1,Topsoil,Massuque,-24.22272333,34.33146167
icr049836,2,1,Subsoil,Massuque,-24.22272333,34.33146167
icr049855,3,1,Topsoil,Massuque,-24.19612167,34.33393167
icr049856,3,1,Subsoil,Massuque,-24.19612167,34.33393167
icr049875,4,1,Topsoil,Massuque,-24.16954833,34.32811
icr049876,4,1,Subsoil,Massuque,-24.16954833,34.32811
icr049894,5,1,Topsoil,Massuque,-24.243575,34.35064167
icr049895,5,1,Subsoil,Massuque,-24.243575,34.35064167
icr049914,6,1,Topsoil,Massuque,-24.21181833,34.34482833
icr049915,6,1,Subsoil,Massuque,-24.21181833,34.34482833
icr049934,7,1,Topsoil,Massuque,-24.18840333,34.34585833
icr049935,7,1,Subsoil,Massuque,-24.18840333,34.34585833
icr049954,8,1,Topsoil,Massuque,-24.17373167,34.35931333
icr049955,8,1,Subsoil,Massuque,-24.17373167,34.35931333
icr049974,9,1,Topsoil,Massuque,-24.24289667,34.37187333
icr049975,9,1,Subsoil,Massuque,-24.24289667,34.37187333
icr049994,10,1,Topsoil,Massuque,-24.21673333,34.37512
icr049995,10,1,Subsoil,Massuque,-24.21673333,34.37512
icr050014,11,1,Topsoil,Massuque,-24.19569833,34.37663333
icr050015,11,1,Subsoil,Massuque,-24.19569833,34.37663333
icr050034,12,1,Topsoil,Massuque,-24.16965333,34.38194667
icr050035,12,1,Subsoil,Massuque,-24.16965333,34.38194667
icr050054,13,1,Topsoil,Massuque,-24.24200667,34.39977333
icr050055,13,1,Subsoil,Massuque,-24.24200667,34.39977333
icr050074,14,1,Topsoil,Massuque,-24.21577667,34.398345
icr050075,14,1,Subsoil,Massuque,-24.21577667,34.398345
icr050094,15,1,Topsoil,Massuque,-24.190955,34.40507
icr050095,15,1,Subsoil,Massuque,-24.190955,34.40507
icr050114,16,1,Topsoil,Massuque,-24.175445,34.399385
icr050115,16,1,Subsoil,Massuque,-24.175445,34.399385
icr033351,1,1,Topsoil,Mbalambala,-0.150345,38.99033356
icr033352,1,1,Subsoil,Mbalambala,-0.150345,38.99033356
icr033371,2,1,Topsoil,Mbalambala,-0.12604301,38.9902153
icr033372,2,1,Subsoil,Mbalambala,-0.12604301,38.9902153
icr033389,2,10,Topsoil,Mbalambala,-0.12994801,38.99116898
icr033390,2,10,Subsoil,Mbalambala,-0.12994801,38.99116898
icr033392,3,2,Topsoil,Mbalambala,-0.102418,38.9889183
icr033393,3,2,Subsoil,Mbalambala,-0.102418,38.9889183
icr033407,5,1,Topsoil,Mbalambala,-0.15257999,39.01852417
icr033408,5,1,Subsoil,Mbalambala,-0.15257999,39.01852417
icr033427,6,1,Topsoil,Mbalambala,-0.12714501,39.014431
icr033428,6,1,Subsoil,Mbalambala,-0.12714501,39.014431
icr033445,6,10,Topsoil,Mbalambala,-0.129155,39.01071167
icr033446,6,10,Subsoil,Mbalambala,-0.129155,39.01071167
icr033447,7,1,Topsoil,Mbalambala,-0.104105,39.01512146
icr033448,7,1,Subsoil,Mbalambala,-0.104105,39.01512146
icr033466,9,1,Topsoil,Mbalambala,-0.14825299,39.0405426
icr033467,9,1,Subsoil,Mbalambala,-0.14825299,39.0405426
icr033486,10,1,Topsoil,Mbalambala,-0.13617,39.0349884
icr033487,10,1,Subsoil,Mbalambala,-0.13617,39.0349884
icr033506,11,1,Topsoil,Mbalambala,-0.106482,39.03767776
icr033507,11,1,Subsoil,Mbalambala,-0.106482,39.03767776
icr033525,13,1,Topsoil,Mbalambala,-0.15493301,39.06001282
icr033526,13,1,Subsoil,Mbalambala,-0.15493301,39.06001282
icr033545,14,1,Topsoil,Mbalambala,-0.137943,39.0579567
icr033546,14,1,Subsoil,Mbalambala,-0.137943,39.0579567
icr033566,15,2,Topsoil,Mbalambala,-0.109038,39.05654144
icr033567,15,2,Subsoil,Mbalambala,-0.109038,39.05654144
icr033580,15,10,Topsoil,Mbalambala,-0.104208,39.05907822
icr033581,15,10,Subsoil,Mbalambala,-0.104208,39.05907822
icr033582,16,1,Topsoil,Mbalambala,-0.091448,39.06403351
icr033583,16,1,Subsoil,Mbalambala,-0.091448,39.06403351
icr009918,1,1,Topsoil,Mbinga,-11.12269974,35.12689972
icr009919,1,1,Subsoil,Mbinga,-11.12269974,35.12689972
icr009938,2,1,Topsoil,Mbinga,-11.09962845,35.13019943
icr009939,2,1,Subsoil,Mbinga,-11.09962845,35.13019943
icr009958,3,1,Topsoil,Mbinga,-11.07450008,35.12540054
icr009959,3,1,Subsoil,Mbinga,-11.07450008,35.12540054
icr009978,4,1,Topsoil,Mbinga,-11.05970001,35.12659836
icr009979,4,1,Subsoil,Mbinga,-11.05970001,35.12659836
icr009998,5,1,Topsoil,Mbinga,-11.12320042,35.14569855
icr009999,5,1,Subsoil,Mbinga,-11.12320042,35.14569855
icr010018,6,1,Topsoil,Mbinga,-11.10610008,35.14979935
icr010019,6,1,Subsoil,Mbinga,-11.10610008,35.14979935
icr010038,7,1,Topsoil,Mbinga,-11.07940006,35.15179825
icr010039,7,1,Subsoil,Mbinga,-11.07940006,35.15179825
icr010058,8,1,Topsoil,Mbinga,-11.05710316,35.15173721
icr010059,8,1,Subsoil,Mbinga,-11.05710316,35.15173721
icr010078,9,1,Topsoil,Mbinga,-11.11730003,35.17409897
icr010079,9,1,Subsoil,Mbinga,-11.11730003,35.17409897
icr010098,10,1,Topsoil,Mbinga,-11.10509968,35.17229843
icr010099,10,1,Subsoil,Mbinga,-11.10509968,35.17229843
icr010118,11,1,Topsoil,Mbinga,-11.07940006,35.16930008
icr010119,11,1,Subsoil,Mbinga,-11.07940006,35.16930008
icr010138,12,1,Topsoil,Mbinga,-11.05809975,35.16949844
icr010139,12,1,Subsoil,Mbinga,-11.05809975,35.16949844
icr010158,13,1,Topsoil,Mbinga,-11.12909985,35.20069885
icr010159,13,1,Subsoil,Mbinga,-11.12909985,35.20069885
icr010178,14,1,Topsoil,Mbinga,-11.09879971,35.19520187
icr010179,14,1,Subsoil,Mbinga,-11.09879971,35.19520187
icr010198,15,1,Topsoil,Mbinga,-11.08710003,35.19179916
icr010199,15,1,Subsoil,Mbinga,-11.08710003,35.19179916
icr010218,16,1,Topsoil,Mbinga,-11.0614996,35.19319916
icr010219,16,1,Subsoil,Mbinga,-11.0614996,35.19319916
icr033602,1,1,Topsoil,Mega,4.14386177,38.25843048
icr033603,1,1,Subsoil,Mega,4.14386177,38.25843048
icr033621,2,1,Topsoil,Mega,4.17808723,38.26189041
icr033622,2,1,Subsoil,Mega,4.17808723,38.26189041
icr033637,3,1,Topsoil,Mega,4.19490194,38.25834656
icr033638,3,1,Subsoil,Mega,4.19490194,38.25834656
icr033656,4,1,Topsoil,Mega,4.21533012,38.26117706
icr033657,4,1,Subsoil,Mega,4.21533012,38.26117706
icr033676,5,1,Topsoil,Mega,4.14940786,38.29164124
icr033677,5,1,Subsoil,Mega,4.14940786,38.29164124
icr033696,6,1,Topsoil,Mega,4.17650223,38.28850937
icr033697,6,1,Subsoil,Mega,4.17650223,38.28850937
icr033714,7,1,Topsoil,Mega,4.19285202,38.2822876
icr033715,7,1,Subsoil,Mega,4.19285202,38.2822876
icr033732,8,1,Topsoil,Mega,4.2169199,38.28134918
icr033733,8,1,Subsoil,Mega,4.2169199,38.28134918
icr033752,9,1,Topsoil,Mega,4.14850712,38.31196213
icr033753,9,1,Subsoil,Mega,4.14850712,38.31196213
icr033771,10,1,Topsoil,Mega,4.1779871,38.30709839
icr033772,10,1,Subsoil,Mega,4.1779871,38.30709839
icr033791,11,1,Topsoil,Mega,4.1927681,38.30604172
icr033792,11,1,Subsoil,Mega,4.1927681,38.30604172
icr033811,12,1,Topsoil,Mega,4.20917797,38.31288528
icr033812,12,1,Subsoil,Mega,4.20917797,38.31288528
icr033831,13,1,Topsoil,Mega,4.14266682,38.33316422
icr033832,13,1,Subsoil,Mega,4.14266682,38.33316422
icr033851,14,1,Topsoil,Mega,4.16091299,38.33256149
icr033852,14,1,Subsoil,Mega,4.16091299,38.33256149
icr033871,15,1,Topsoil,Mega,4.19322205,38.3321991
icr033872,15,1,Subsoil,Mega,4.19322205,38.3321991
icr033890,16,1,Topsoil,Mega,4.20751286,38.32760239
icr033891,16,1,Subsoil,Mega,4.20751286,38.32760239
icr030335,1,3,Topsoil,Merar,9.57485485,42.66679382
icr030336,1,3,Subsoil,Merar,9.57485485,42.66679382
icr030352,2,3,Topsoil,Merar,9.59475517,42.66899109
icr030353,2,3,Subsoil,Merar,9.59475517,42.66899109
icr030367,3,7,Topsoil,Merar,9.61504269,42.66503906
icr030368,3,7,Subsoil,Merar,9.61504269,42.66503906
icr030376,4,1,Topsoil,Merar,9.63304997,42.66046143
icr030377,4,1,Subsoil,Merar,9.63304997,42.66046143
icr030387,5,2,Topsoil,Merar,9.56801796,42.69237518
icr030388,5,2,Subsoil,Merar,9.56801796,42.69237518
icr030400,6,2,Topsoil,Merar,9.59038162,42.68822861
icr030401,6,2,Subsoil,Merar,9.59038162,42.68822861
icr030416,7,1,Topsoil,Merar,9.61859798,42.69437027
icr030430,8,6,Topsoil,Merar,9.63597775,42.69142151
icr030431,8,6,Subsoil,Merar,9.63597775,42.69142151
icr030438,9,1,Topsoil,Merar,9.56470776,42.71464157
icr030439,9,1,Subsoil,Merar,9.56470776,42.71464157
icr030458,10,1,Topsoil,Merar,9.59254456,42.7080574
icr030459,10,1,Subsoil,Merar,9.59254456,42.7080574
icr030478,11,1,Topsoil,Merar,9.6164484,42.70803833
icr030479,11,1,Subsoil,Merar,9.6164484,42.70803833
icr030494,12,1,Topsoil,Merar,9.63629723,42.71965027
icr030495,12,1,Subsoil,Merar,9.63629723,42.71965027
icr030511,13,1,Topsoil,Merar,9.56637478,42.73178101
icr030512,13,1,Subsoil,Merar,9.56637478,42.73178101
icr030531,14,1,Topsoil,Merar,9.5883646,42.72484207
icr030532,14,1,Subsoil,Merar,9.5883646,42.72484207
icr030551,15,1,Topsoil,Merar,9.61545658,42.73780441
icr030552,15,1,Subsoil,Merar,9.61545658,42.73780441
icr030571,16,2,Topsoil,Merar,9.63665199,42.73842239
icr030572,16,2,Subsoil,Merar,9.63665199,42.73842239
icr056200,1,1,Topsoil,Monga,-16.113185,28.26820667
icr056201,1,1,Subsoil,Monga,-16.113185,28.26820667
icr056220,2,1,Topsoil,Monga,-16.09294,28.26640167
icr056221,2,1,Subsoil,Monga,-16.09294,28.26640167
icr056240,3,1,Topsoil,Monga,-16.06627833,28.260995
icr056241,3,1,Subsoil,Monga,-16.06627833,28.260995
icr056260,4,1,Topsoil,Monga,-16.04487667,28.25742667
icr056261,4,1,Subsoil,Monga,-16.04487667,28.25742667
icr056280,5,2,Topsoil,Monga,-16.11281,28.27992667
icr056281,5,2,Subsoil,Monga,-16.11281,28.27992667
icr056300,6,1,Topsoil,Monga,-16.09358333,28.28641167
icr056301,6,1,Subsoil,Monga,-16.09358333,28.28641167
icr056320,7,1,Topsoil,Monga,-16.06947333,28.28348833
icr056321,7,1,Subsoil,Monga,-16.06947333,28.28348833
icr056340,8,1,Topsoil,Monga,-16.04143333,28.28783833
icr056341,8,1,Subsoil,Monga,-16.04143333,28.28783833
icr056360,9,1,Topsoil,Monga,-16.11395,28.30799833
icr056361,9,1,Subsoil,Monga,-16.11395,28.30799833
icr056380,10,2,Topsoil,Monga,-16.09050667,28.30285
icr056381,10,2,Subsoil,Monga,-16.09050667,28.30285
icr056400,11,1,Topsoil,Monga,-16.06884,28.30719667
icr056401,11,1,Subsoil,Monga,-16.06884,28.30719667
icr056420,12,1,Topsoil,Monga,-16.05019667,28.30818
icr056421,12,1,Subsoil,Monga,-16.05019667,28.30818
icr056440,13,1,Topsoil,Monga,-16.10458833,28.324225
icr056441,13,1,Subsoil,Monga,-16.10458833,28.324225
icr056460,14,1,Topsoil,Monga,-16.088815,28.32333333
icr056461,14,1,Subsoil,Monga,-16.088815,28.32333333
icr056480,15,1,Topsoil,Monga,-16.066365,28.32649833
icr056481,15,1,Subsoil,Monga,-16.066365,28.32649833
icr056500,16,1,Topsoil,Monga,-16.04378333,28.32967
icr056501,16,1,Subsoil,Monga,-16.04378333,28.32967
icr041987,1,1,Topsoil,Morijo,-1.75930798,35.77468491
icr041988,1,1,Subsoil,Morijo,-1.75930798,35.77468491
icr042004,2,1,Topsoil,Morijo,-1.73033202,35.77527618
icr042005,2,1,Subsoil,Morijo,-1.73033202,35.77527618
icr042024,3,1,Topsoil,Morijo,-1.70595801,35.78072357
icr042025,3,1,Subsoil,Morijo,-1.70595801,35.78072357
icr042048,4,4,Topsoil,Morijo,-1.68905199,35.77809525
icr042049,4,4,Subsoil,Morijo,-1.68905199,35.77809525
icr042062,5,2,Topsoil,Morijo,-1.74951005,35.79748917
icr042063,5,2,Subsoil,Morijo,-1.74951005,35.79748917
icr042078,6,1,Topsoil,Morijo,-1.73061001,35.80042267
icr042079,6,1,Subsoil,Morijo,-1.73061001,35.80042267
icr042098,7,1,Topsoil,Morijo,-1.70412803,35.80501556
icr042099,7,1,Subsoil,Morijo,-1.70412803,35.80501556
icr042115,8,1,Topsoil,Morijo,-1.68290997,35.80660629
icr042116,8,1,Subsoil,Morijo,-1.68290997,35.80660629
icr042134,9,1,Topsoil,Morijo,-1.74763703,35.82118225
icr042135,9,1,Subsoil,Morijo,-1.74763703,35.82118225
icr042152,10,1,Topsoil,Morijo,-1.73084498,35.81271362
icr042153,10,1,Subsoil,Morijo,-1.73084498,35.81271362
icr042170,11,1,Topsoil,Morijo,-1.70667195,35.82385635
icr042171,11,1,Subsoil,Morijo,-1.70667195,35.82385635
icr042189,12,1,Topsoil,Morijo,-1.68407798,35.8180542
icr042190,12,1,Subsoil,Morijo,-1.68407798,35.8180542
icr042208,13,1,Topsoil,Morijo,-1.75810206,35.84511185
icr042209,13,1,Subsoil,Morijo,-1.75810206,35.84511185
icr042227,14,1,Topsoil,Morijo,-1.73154998,35.84485626
icr042228,14,1,Subsoil,Morijo,-1.73154998,35.84485626
icr042247,15,1,Topsoil,Morijo,-1.70844495,35.84159088
icr042248,15,1,Subsoil,Morijo,-1.70844495,35.84159088
icr042265,16,1,Topsoil,Morijo,-1.68765497,35.8539772
icr042266,16,1,Subsoil,Morijo,-1.68765497,35.8539772
icr072596,1,1,Topsoil,Mucope,-16.26941333,14.883505
icr072597,1,1,Subsoil,Mucope,-16.26941333,14.883505
icr072616,2,1,Topsoil,Mucope,-16.24470833,14.88468667
icr072617,2,1,Subsoil,Mucope,-16.24470833,14.88468667
icr072636,3,1,Topsoil,Mucope,-16.21611333,14.88083
icr072637,3,1,Subsoil,Mucope,-16.21611333,14.88083
icr072656,4,1,Topsoil,Mucope,-16.196175,14.87335667
icr072657,4,1,Subsoil,Mucope,-16.196175,14.87335667
icr072676,5,1,Topsoil,Mucope,-16.26719667,14.89980667
icr072677,5,1,Subsoil,Mucope,-16.26719667,14.89980667
icr072696,6,1,Topsoil,Mucope,-16.24029,14.90458833
icr072697,6,1,Subsoil,Mucope,-16.24029,14.90458833
icr072716,7,1,Topsoil,Mucope,-16.225095,14.89889
icr072717,7,1,Subsoil,Mucope,-16.225095,14.89889
icr072736,8,1,Topsoil,Mucope,-16.19894167,14.89918167
icr072737,8,1,Subsoil,Mucope,-16.19894167,14.89918167
icr072756,9,1,Topsoil,Mucope,-16.26354667,14.930115
icr072757,9,1,Subsoil,Mucope,-16.26354667,14.930115
icr072776,10,1,Topsoil,Mucope,-16.24473333,14.92850333
icr072777,10,1,Subsoil,Mucope,-16.24473333,14.92850333
icr072796,11,1,Topsoil,Mucope,-16.21921167,14.93248
icr072797,11,1,Subsoil,Mucope,-16.21921167,14.93248
icr072816,12,1,Topsoil,Mucope,-16.203565,14.92257333
icr072817,12,1,Subsoil,Mucope,-16.203565,14.92257333
icr072836,13,1,Topsoil,Mucope,-16.268775,14.958435
icr072837,13,1,Subsoil,Mucope,-16.268775,14.958435
icr072856,14,1,Topsoil,Mucope,-16.24256167,14.94835667
icr072857,14,1,Subsoil,Mucope,-16.24256167,14.94835667
icr072876,15,1,Topsoil,Mucope,-16.221305,14.94596167
icr072877,15,1,Subsoil,Mucope,-16.221305,14.94596167
icr072896,16,1,Topsoil,Mucope,-16.20006,14.95128667
icr072897,16,1,Subsoil,Mucope,-16.20006,14.95128667
icr075676,1,1,Topsoil,Musungwa,-15.897394,26.093142
icr075677,1,1,Subsoil,Musungwa,-15.897394,26.093142
icr075696,2,1,Topsoil,Musungwa,-15.867407,26.098539
icr075697,2,1,Subsoil,Musungwa,-15.867407,26.098539
icr075716,3,1,Topsoil,Musungwa,-15.85138333,26.095875
icr075717,3,1,Subsoil,Musungwa,-15.85138333,26.095875
icr075736,4,2,Topsoil,Musungwa,-15.827109,26.095398
icr075737,4,2,Subsoil,Musungwa,-15.827109,26.095398
icr075756,5,1,Topsoil,Musungwa,-15.896971,26.115347
icr075757,5,1,Subsoil,Musungwa,-15.896971,26.115347
icr075776,6,1,Topsoil,Musungwa,-15.87001333,26.118435
icr075777,6,1,Subsoil,Musungwa,-15.87001333,26.118435
icr075796,7,1,Topsoil,Musungwa,-15.857948,26.111965
icr075797,7,1,Subsoil,Musungwa,-15.857948,26.111965
icr075816,8,1,Topsoil,Musungwa,-15.830405,26.121272
icr075817,8,1,Subsoil,Musungwa,-15.830405,26.121272
icr075836,9,1,Topsoil,Musungwa,-15.896332,26.142028
icr075837,9,1,Subsoil,Musungwa,-15.896332,26.142028
icr075856,10,1,Topsoil,Musungwa,-15.87658167,26.13388333
icr075857,10,1,Subsoil,Musungwa,-15.87658167,26.13388333
icr075876,11,1,Topsoil,Musungwa,-15.84979333,26.140195
icr075877,11,1,Subsoil,Musungwa,-15.84979333,26.140195
icr075896,12,1,Topsoil,Musungwa,-15.83095833,26.13990833
icr075897,12,1,Subsoil,Musungwa,-15.83095833,26.13990833
icr075916,13,1,Topsoil,Musungwa,-15.89698167,26.166365
icr075917,13,1,Subsoil,Musungwa,-15.89698167,26.166365
icr075936,14,1,Topsoil,Musungwa,-15.871185,26.163502
icr075937,14,1,Subsoil,Musungwa,-15.871185,26.163502
icr075956,15,1,Topsoil,Musungwa,-15.845438,26.164093
icr075957,15,1,Subsoil,Musungwa,-15.845438,26.164093
icr075976,16,1,Topsoil,Musungwa,-15.819795,26.16895
icr075977,16,1,Subsoil,Musungwa,-15.819795,26.16895
icr054165,1,1,Topsoil,Namasuba,0.49136299,32.27067566
icr054166,1,1,Subsoil,Namasuba,0.49136299,32.27067566
icr054183,2,1,Topsoil,Namasuba,0.51586801,32.26354218
icr054184,2,1,Subsoil,Namasuba,0.51586801,32.26354218
icr054201,3,1,Topsoil,Namasuba,0.53347302,32.26804352
icr054202,3,1,Subsoil,Namasuba,0.53347302,32.26804352
icr054220,4,1,Topsoil,Namasuba,0.55131698,32.26622772
icr054221,4,1,Subsoil,Namasuba,0.55131698,32.26622772
icr054238,5,1,Topsoil,Namasuba,0.49764001,32.28783798
icr054239,5,1,Subsoil,Namasuba,0.49764001,32.28783798
icr054258,6,1,Topsoil,Namasuba,0.51271302,32.28875732
icr054259,6,1,Subsoil,Namasuba,0.51271302,32.28875732
icr054277,7,1,Topsoil,Namasuba,0.53307802,32.2866745
icr054278,7,1,Subsoil,Namasuba,0.53307802,32.2866745
icr054293,8,1,Topsoil,Namasuba,0.56445801,32.29327011
icr054294,8,1,Subsoil,Namasuba,0.56445801,32.29327011
icr054313,9,1,Topsoil,Namasuba,0.49551699,32.30453873
icr054314,9,1,Subsoil,Namasuba,0.49551699,32.30453873
icr054333,10,4,Topsoil,Namasuba,0.51432502,32.30515671
icr054334,10,4,Subsoil,Namasuba,0.51432502,32.30515671
icr054344,11,1,Topsoil,Namasuba,0.53860003,32.31171417
icr054345,11,1,Subsoil,Namasuba,0.53860003,32.31171417
icr054360,12,1,Topsoil,Namasuba,0.55428702,32.31141281
icr054361,12,1,Subsoil,Namasuba,0.55428702,32.31141281
icr054374,13,3,Topsoil,Namasuba,0.49447301,32.33593369
icr054375,13,3,Subsoil,Namasuba,0.49447301,32.33593369
icr054387,14,1,Topsoil,Namasuba,0.51074201,32.33942032
icr054388,14,1,Subsoil,Namasuba,0.51074201,32.33942032
icr054410,15,5,Topsoil,Namasuba,0.52495998,32.33211136
icr054411,15,5,Subsoil,Namasuba,0.52495998,32.33211136
icr054418,16,1,Topsoil,Namasuba,0.56465697,32.33332062
icr054419,16,1,Subsoil,Namasuba,0.56465697,32.33332062
icr014408,1,1,Topsoil,Nkhata Bay,-11.65983,34.21137167
icr014409,1,1,Subsoil,Nkhata Bay,-11.65983,34.21137167
icr014428,2,1,Topsoil,Nkhata Bay,-11.64441667,34.208565
icr014429,2,1,Subsoil,Nkhata Bay,-11.64441667,34.208565
icr014448,3,1,Topsoil,Nkhata Bay,-11.61566833,34.20503833
icr014449,3,1,Subsoil,Nkhata Bay,-11.61566833,34.20503833
icr014468,4,1,Topsoil,Nkhata Bay,-11.59462833,34.20611667
icr014469,4,1,Subsoil,Nkhata Bay,-11.59462833,34.20611667
icr014488,5,1,Topsoil,Nkhata Bay,-11.65235833,34.228905
icr014489,5,1,Subsoil,Nkhata Bay,-11.65235833,34.228905
icr014508,6,1,Topsoil,Nkhata Bay,-11.636035,34.225515
icr014509,6,1,Subsoil,Nkhata Bay,-11.636035,34.225515
icr014528,7,1,Topsoil,Nkhata Bay,-11.61275667,34.22261833
icr014529,7,1,Subsoil,Nkhata Bay,-11.61275667,34.22261833
icr014548,8,1,Topsoil,Nkhata Bay,-11.59183667,34.230455
icr014549,8,1,Subsoil,Nkhata Bay,-11.59183667,34.230455
icr014568,9,1,Topsoil,Nkhata Bay,-11.65377833,34.24810833
icr014569,9,1,Subsoil,Nkhata Bay,-11.65377833,34.24810833
icr014588,10,1,Topsoil,Nkhata Bay,-11.64765,34.24794167
icr014589,10,1,Subsoil,Nkhata Bay,-11.64765,34.24794167
icr014608,11,2,Topsoil,Nkhata Bay,-11.61035833,34.25054833
icr014609,11,2,Subsoil,Nkhata Bay,-11.61035833,34.25054833
icr014628,12,1,Topsoil,Nkhata Bay,-11.58774167,34.25251
icr014629,12,1,Subsoil,Nkhata Bay,-11.58774167,34.25251
icr014648,13,1,Topsoil,Nkhata Bay,-11.66673333,34.27007167
icr014649,13,1,Subsoil,Nkhata Bay,-11.66673333,34.27007167
icr014668,14,1,Topsoil,Nkhata Bay,-11.63818833,34.281435
icr014669,14,1,Subsoil,Nkhata Bay,-11.63818833,34.281435
icr014688,15,1,Topsoil,Nkhata Bay,-11.61,34.27014
icr014689,15,1,Subsoil,Nkhata Bay,-11.61,34.27014
icr014708,16,1,Topsoil,Nkhata Bay,-11.59017167,34.27192667
icr014709,16,1,Subsoil,Nkhata Bay,-11.59017167,34.27192667
icr068101,1,2,Topsoil,Nyalagari,13.367585,1.735376667
icr068102,1,2,Subsoil,Nyalagari,13.367585,1.735376667
icr068131,2,7,Topsoil,Nyalagari,13.393575,1.735128333
icr068132,2,7,Subsoil,Nyalagari,13.393575,1.735128333
icr068149,3,6,Topsoil,Nyalagari,13.418405,1.731593333
icr068150,3,6,Subsoil,Nyalagari,13.418405,1.731593333
icr068161,4,2,Topsoil,Nyalagari,13.43555333,1.738738333
icr068162,4,2,Subsoil,Nyalagari,13.43555333,1.738738333
icr068181,5,2,Topsoil,Nyalagari,13.37571833,1.759763333
icr068182,5,2,Subsoil,Nyalagari,13.37571833,1.759763333
icr068199,6,1,Topsoil,Nyalagari,13.39504,1.75692
icr068200,6,1,Subsoil,Nyalagari,13.39504,1.75692
icr068221,7,2,Topsoil,Nyalagari,13.41339833,1.754711667
icr068222,7,2,Subsoil,Nyalagari,13.41339833,1.754711667
icr068239,8,1,Topsoil,Nyalagari,13.44397,1.754626667
icr068240,8,1,Subsoil,Nyalagari,13.44397,1.754626667
icr068265,9,4,Topsoil,Nyalagari,13.371465,1.779663333
icr068266,9,4,Subsoil,Nyalagari,13.371465,1.779663333
icr068279,10,1,Topsoil,Nyalagari,13.38991667,1.77919
icr068280,10,1,Subsoil,Nyalagari,13.38991667,1.77919
icr068301,11,2,Topsoil,Nyalagari,13.41907833,1.786608333
icr068302,11,2,Subsoil,Nyalagari,13.41907833,1.786608333
icr068321,12,2,Topsoil,Nyalagari,13.43786,1.777961667
icr068322,12,2,Subsoil,Nyalagari,13.43786,1.777961667
icr068339,13,1,Topsoil,Nyalagari,13.37199833,1.804516667
icr068340,13,1,Subsoil,Nyalagari,13.37199833,1.804516667
